"","MonitoringLocationIdentifier","LatitudeMeasure","LongitudeMeasure","ActivityStartDate","OrganizationIdentifier","11Cl-PF3OUdS","3:3 FTCA","4:2 FTS","6:2 FTS","8:2 FTS","9Cl-PF3ONS","ADONA","HFPO-DA","MeFOSAA","NFDHA","PFDA","PFDoA","PFEESA","PFHpA","PFHpS","PFHxS","PFMBA","PFMPA","PFNA","PFNS","PFOA","PFOSA","PFPeA","PFTrDA","PFUnA","5:3 FTCA","7:3 FTCA","N-EtFOSA","N-MeFOSA","PFHxA","N-EtFOSE","PFBA","PFBS","PFOS"
"304","CEDEN-200PPCPEL","37.5644","-122.25","2009-12-28","CEDEN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.59,NA,6.49
"305","CEDEN-200PPCPFC","37.5949","-122.146","2009-12-10","CEDEN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7
"306","CEDEN-PajRiv3","36.8922","-121.764","2019-11-06","CEDEN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.08,NA,NA,3.61,NA,1.21,NA,NA,NA,NA,9.45,NA,NA,NA,NA,NA,NA,NA,NA,7.02,NA,9.52,2.09,5.52
"307","CEDEN-PajRiv3","36.8922","-121.764","2021-04-14","CEDEN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14,NA,1.45,NA,NA,NA,NA,3.89,NA,NA,NA,NA,NA,NA,NA,NA,3.45,NA,4.49,3.29,3.05
"308","CEDEN-SalRiv3","36.709","-121.751","2022-03-21","CEDEN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07,NA,2.65,NA,NA,NA,NA,1.81,NA,NA,NA,NA,NA,NA,NA,NA,3.27,NA,3.83,1.79,2.41
"309","CWLT_WQX-DCC","39.66699868","-123.5080272","2022-01-11","CWLT_WQX",0,NA,NA,NA,NA,0,0,0,0,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"310","CWLT_WQX-DR1","39.67188803","-123.5045329","2022-01-11","CWLT_WQX",0,NA,NA,NA,NA,0,0,0,0,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"311","CWLT_WQX-WCD","39.67187209","-123.5004531","2022-01-11","CWLT_WQX",0,NA,NA,NA,NA,0,0,0,0,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"312","DRBC-BC","40.189096","-74.7585","2021-04-20","DRBC",0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,0,0,NA,NA,2.32,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2.26
"313","DRBC-BF","39.949887","-75.139119","2021-06-01","DRBC",0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,1.74,NA,NA,0,0,NA,NA,3.63,0,NA,NA,NA,NA,NA,NA,NA,4.53,NA,NA,1.99,4.06
"314","DRBC-BR","39.988349","-75.068128","2021-05-26","DRBC",0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,0,0,NA,NA,2.74,0,NA,NA,NA,NA,NA,NA,NA,4.27,NA,NA,NA,2.82
"315","DRBC-BU","40.082147","-74.879414","2021-05-24","DRBC",0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,0,0,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,2.4,NA,0,NA,2.51
"316","DRBC-BWC","39.73692","-75.52657","2021-10-06","DRBC",0,NA,NA,NA,NA,NA,0,0,0,0,2.38,NA,0,12.3,NA,2.78,0,0,NA,NA,12.9,0,NA,NA,NA,NA,NA,NA,NA,16.3,NA,19.3,2.5,4.91
"317","DRBC-CC2021","39.84474","-75.35999","2021-05-27","DRBC",0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,3.77,NA,1.95,0,0,NA,NA,6.56,0,NA,NA,NA,NA,NA,NA,NA,7.66,NA,NA,3.22,5.62
"318","DRBC-CH","39.824416","-75.364924","2021-05-20","DRBC",0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,1.88,NA,NA,0,0,NA,NA,3.69,0,NA,NA,NA,NA,NA,NA,NA,3.73,NA,NA,1.66,2.93
"319","DRBC-CHR2021","39.73484","-75.55027","2021-10-06","DRBC",0,NA,NA,NA,NA,NA,0,0,0,0,1.8,NA,0,9.99,NA,2.36,0,0,NA,NA,10.1,0,NA,NA,NA,NA,NA,NA,NA,13,NA,14.4,2.66,4.42
"320","DRBC-DC","39.86994","-75.313876","2021-05-27","DRBC",0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,1.99,NA,NA,0,0,NA,NA,3.28,0,NA,NA,NA,NA,NA,NA,NA,4.97,NA,NA,2.37,2.97
"321","DRBC-DIN","41.2195","-74.86","2021-10-21","DRBC",0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA
"322","DRBC-EAS","40.67934","-75.1852","2021-10-21","DRBC",0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,2.24,NA,NA,1.76,NA
"323","DRBC-ES","39.854719","-75.329321","2021-05-27","DRBC",0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,0,0,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,3.3,NA,NA,1.74,3.09
"324","DRBC-FC","39.98591","-75.071532","2021-05-26","DRBC",0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,0,0,NA,NA,2.85,0,NA,NA,NA,NA,NA,NA,NA,3.34,NA,NA,2.14,2.78
"325","DRBC-FL","40.129409","-74.818381","2021-05-24","DRBC",0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,0,0,NA,NA,2.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2.12
"326","DRBC-GLR","40.24218","-74.82188","2021-10-21","DRBC",0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,2.3,0,0,NA,NA,2.35,0,NA,NA,NA,NA,NA,NA,NA,2.13,NA,NA,NA,8.17
"327","DRBC-LAC","41.4859","-74.9864","2021-10-21","DRBC",0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"328","DRBC-LHR","40.688896","-75.20662","2021-10-21","DRBC",0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,0,0,NA,NA,1.69,0,NA,NA,NA,NA,NA,NA,NA,2.93,NA,NA,1.76,1.6
"329","DRBC-NC","40.075873","-74.909043","2021-05-24","DRBC",0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,0,0,NA,NA,2.92,0,NA,NA,NA,NA,NA,NA,NA,2.79,NA,NA,NA,3.01
"330","DRBC-NHC2021","40.141702","-74.912663","2021-11-08","DRBC",0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,3.23,NA,7.72,0,0,NA,NA,8.22,0,NA,NA,NA,NA,NA,NA,NA,7.75,NA,NA,6.35,14.7
"331","DRBC-NV","39.884095","-75.196883","2021-06-01","DRBC",0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,2.1,NA,NA,0,0,NA,NA,3.69,0,NA,NA,NA,NA,NA,NA,NA,5.25,NA,NA,2.42,3.48
"332","DRBC-PB","39.858335","-75.268601","2021-05-27","DRBC",0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,0,0,NA,NA,2.77,0,NA,NA,NA,NA,NA,NA,NA,3.47,NA,NA,NA,2.78
"333","DRBC-PPC2021","40.0436","-75.020498","2021-11-08","DRBC",0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,3.96,NA,5.27,0,0,NA,NA,8.77,0,NA,NA,NA,NA,NA,NA,NA,7.37,NA,NA,7.06,7.55
"334","DRBC-PPI","39.6126","-75.5931","2021-10-06","DRBC",0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,3.39,NA,NA,0,0,NA,NA,4.82,0,NA,NA,NA,NA,NA,NA,NA,15.1,NA,NA,2,3.03
"335","DRBC-SAN","40.7582","-75.188","2021-10-21","DRBC",0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","DRBC-SR","39.91316","-75.2059","2021-06-01","DRBC",0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,2.95,NA,NA,0,0,NA,NA,3.89,0,NA,NA,NA,NA,NA,NA,NA,5.3,NA,NA,3.93,4.02
"337","DRBC-TD","40.032619","-74.989468","2021-05-26","DRBC",0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,1.94,NA,2.29,0,0,NA,NA,4.21,0,NA,NA,NA,NA,NA,NA,NA,3.93,NA,NA,1.93,4.37
"338","DRBC-YAR","40.27952","-74.859305","2021-10-21","DRBC",0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"339","GLEC-10009","35.15629","-114.57068","2024-03-25","GLEC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA
"340","GLEC-10010","34.90988","-111.72787","2025-04-20","GLEC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA
"341","GLEC-10012","36.80573","-114.03293","2025-04-21","GLEC",0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0.49,0,0,0,0,1.2,0,2.4,0,0,NA,NA,0,0,1.7,NA,NA,NA,NA
"342","GLEC-10014","32.92038","-109.83841","2024-05-03","GLEC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA
"343","GLEC-10020","34.46157","-111.15572","2024-10-15","GLEC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA
"344","GLEC-10054","32.72092","-114.56576","2024-11-06","GLEC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA
"345","GLEC-10055","33.73862","-109.32676","2024-10-13","GLEC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA
"346","GLEC-10060","34.21578","-109.30257","2024-10-13","GLEC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA
"347","GLEC-10061","33.48702","-114.5986","2024-11-07","GLEC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA
"348","GLEC-10064","32.98995","-114.49694","2024-11-06","GLEC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA
"349","GLEC-10065","34.71448","-114.47841","2024-03-26","GLEC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA
"350","GLEC-10073","34.8938","-112.88126","2024-11-09","GLEC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA
"351","GLEC-10107","34.26614","-114.02069","2024-11-08","GLEC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA
"352","GLEC-10108","36.8433","-111.54888","2024-03-25","GLEC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA
"353","GLEC-10114","32.74077","-114.53131","2024-11-06","GLEC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA
"354","GLEC-10121","35.9483","-114.73015","2024-11-09","GLEC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA
"355","GLEC-10124","33.25861","-114.67224","2024-11-07","GLEC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA
"356","GLEC-10129","34.74043","-114.5197","2025-04-21","GLEC",0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0.48,0,1.1,0,1.3,0,0,NA,NA,0,0,0.77,NA,NA,NA,NA
"357","GLEC-10135","33.48711","-114.59878","2025-04-21","GLEC",0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0,0,0,0,0.56,0,1.1,0,1.5,0,0,NA,NA,0,0,0.89,NA,NA,NA,NA
"358","GLEC-20069","31.61155916","-110.166736","2025-04-16","GLEC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA
"359","GLEC-20083","34.53840644","-111.6845951","2025-04-19","GLEC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA
"360","GLEC-20110","34.35061706","-111.2850795","2025-04-16","GLEC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA
"361","GLEC-20177","32.76890662","-109.1595159","2025-04-17","GLEC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA
"362","GLEC-20195","34.40335875","-111.6174861","2025-04-20","GLEC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA
"363","GLEC-20266","34.24171142","-111.4535114","2025-04-18","GLEC",0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,1,0,0,0.73,0,4.7,0,4,0,0,NA,NA,0,0,3.5,NA,NA,NA,NA
"364","GLEC-20279","32.85892104","-110.7287862","2025-04-15","GLEC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA
"365","GLEC-20385","31.55029839","-110.1367885","2025-04-16","GLEC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA
"366","GLEC-20425","34.51827839","-111.7419495","2025-04-19","GLEC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA
"367","GLEC-20465","34.51209936","-111.8223842","2025-04-19","GLEC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA
"368","GLEC-20485","33.80567225","-111.4815466","2025-04-18","GLEC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA
"369","GLEC-20531","32.6991302","-109.7879804","2025-04-16","GLEC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA
"370","GLEC-20532","33.2920045","-109.1956398","2025-04-17","GLEC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA
"371","MNPCA-16-0027-00-201","48.049924","-90.064029","2024-05-23","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.401,NA,NA,NA,NA,NA,NA,0.327,NA,1.73,NA,NA,NA,NA,NA,NA,NA,NA,1.43,NA,NA
"372","MNPCA-16-0027-00-201","48.049924","-90.064029","2024-06-17","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.469,NA,NA,NA,NA,NA,NA,0.335,NA,1.65,NA,NA,NA,NA,NA,NA,NA,NA,1.39,NA,NA
"373","MNPCA-16-0027-00-201","48.049924","-90.064029","2024-06-25","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,NA,NA,NA,NA,NA,NA,0.293,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,1.12,NA,NA
"374","MNPCA-16-0027-00-201","48.049924","-90.064029","2024-07-09","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.348,NA,NA,NA,NA,NA,NA,0.235,NA,1.47,NA,NA,NA,NA,NA,NA,NA,NA,1.15,NA,NA
"375","MNPCA-16-0027-00-201","48.049924","-90.064029","2024-07-25","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.399,NA,NA,NA,NA,NA,NA,0.269,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,1.09,NA,NA
"376","MNPCA-16-0027-00-201","48.049924","-90.064029","2024-08-06","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.295,NA,NA,NA,NA,NA,NA,0.216,NA,1.04,NA,NA,NA,NA,NA,NA,NA,NA,0.859,NA,NA
"377","MNPCA-16-0027-00-201","48.049924","-90.064029","2024-08-14","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,NA,NA,NA,NA,NA,NA,0.268,NA,1.1,NA,NA,NA,NA,NA,NA,NA,NA,0.782,NA,NA
"378","MNPCA-16-0027-00-201","48.049924","-90.064029","2024-09-05","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.23,NA,NA
"379","MNPCA-16-0147-00-202","48.053315","-90.38301","2024-05-23","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68,NA,NA,NA,NA,0.321,NA,0.657,NA,1.26,NA,NA,NA,NA,NA,NA,0.303,NA,1.89,NA,NA
"380","MNPCA-16-0147-00-202","48.053315","-90.38301","2024-06-25","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.568,NA,NA,NA,NA,NA,NA,0.506,NA,0.59,NA,NA,NA,NA,NA,NA,NA,NA,1.93,NA,NA
"381","MNPCA-16-0147-00-202","48.053315","-90.38301","2024-07-08","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.598,NA,NA,NA,NA,NA,NA,0.665,NA,1.12,NA,NA,NA,NA,NA,NA,NA,NA,2.13,NA,NA
"382","MNPCA-16-0147-00-202","48.053315","-90.38301","2024-07-24","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.566,NA,NA,NA,NA,NA,NA,0.647,NA,1.19,NA,NA,NA,NA,NA,NA,NA,NA,2.24,NA,NA
"383","MNPCA-16-0147-00-202","48.053315","-90.38301","2024-08-05","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57,NA,NA,NA,NA,NA,NA,0.414,NA,1.12,NA,NA,NA,NA,NA,NA,NA,NA,1.49,NA,NA
"384","MNPCA-16-0147-00-202","48.053315","-90.38301","2024-09-04","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.556,NA,NA,NA,NA,NA,NA,0.245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.99,NA,NA
"385","MNPCA-25-0001-00-232","44.487584","-92.290317","2024-07-16","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.686,NA,0.239,NA,NA,NA,NA,1.97,NA,1.03,NA,NA,NA,NA,NA,NA,0.919,NA,11.1,NA,NA
"386","MNPCA-25-0001-00-232","44.487584","-92.290317","2024-08-13","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.619,NA,0.515,NA,NA,NA,NA,2.84,NA,1.51,NA,NA,NA,NA,NA,NA,1.35,NA,13.1,NA,NA
"387","MNPCA-25-0001-00-232","44.487584","-92.290317","2024-09-10","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.785,NA,0.853,NA,NA,NA,NA,3.22,NA,2.18,NA,NA,NA,NA,NA,NA,1.65,NA,15.4,NA,NA
"388","MNPCA-29-0237-00-100","47.39378","-94.971638","2024-05-28","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.86,NA,NA
"389","MNPCA-29-0237-00-100","47.39378","-94.971638","2024-06-06","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390","MNPCA-29-0237-00-100","47.39378","-94.971638","2024-07-01","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.82,NA,NA
"391","MNPCA-29-0237-00-100","47.39378","-94.971638","2024-09-16","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","MNPCA-29-0309-00-101","47.335958","-95.170548","2024-05-28","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.26,NA,NA
"393","MNPCA-29-0309-00-101","47.335958","-95.170548","2024-07-01","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7765,NA,NA
"394","MNPCA-31-0532-01-205","47.19922","-93.612317","2024-05-29","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.565,NA,NA,NA,NA,NA,NA,0.406,NA,0.299,NA,NA,NA,NA,NA,NA,0.503,NA,4.29,NA,NA
"395","MNPCA-31-0532-01-205","47.19922","-93.612317","2024-06-20","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.499,NA,NA,NA,NA,NA,NA,0.419,NA,NA,NA,NA,NA,NA,NA,NA,0.352,NA,3.04,NA,NA
"396","MNPCA-31-0532-01-205","47.19922","-93.612317","2024-07-02","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.563,NA,NA,NA,NA,NA,NA,0.4,NA,0.395,NA,NA,NA,NA,NA,NA,0.418,NA,3.2,NA,NA
"397","MNPCA-31-0532-01-205","47.19922","-93.612317","2024-08-20","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2155,NA,NA,NA,NA,NA,NA,0.3055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.75,NA,NA
"398","MNPCA-31-0532-01-205","47.19922","-93.612317","2024-09-18","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.709,NA,0.222,NA,NA,0.512,NA,0.638,0.189,1.08,NA,NA,NA,NA,NA,NA,0.737,NA,4.07,NA,NA
"399","MNPCA-31-0532-02-208","47.165225","-93.537845","2024-05-29","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.518,NA,NA,NA,NA,NA,NA,0.4475,NA,0.282,NA,NA,NA,NA,NA,NA,0.42,NA,5.03,NA,NA
"400","MNPCA-31-0532-02-208","47.165225","-93.537845","2024-06-18","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42,NA,NA,NA,NA,NA,NA,0.361,NA,0.296,NA,NA,NA,NA,NA,NA,0.474,NA,4.7,NA,NA
"401","MNPCA-31-0532-02-208","47.165225","-93.537845","2024-06-20","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.417,NA,NA,NA,NA,NA,NA,0.455,NA,NA,NA,NA,NA,NA,NA,NA,0.471,NA,3.01,NA,NA
"402","MNPCA-31-0532-02-208","47.165225","-93.537845","2024-07-02","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.492,NA,NA,NA,NA,NA,NA,0.528,NA,NA,NA,NA,NA,NA,NA,NA,0.458,NA,2.99,NA,NA
"403","MNPCA-31-0532-02-208","47.165225","-93.537845","2024-07-23","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.619,NA,NA,NA,NA,NA,NA,0.49,NA,NA,NA,NA,NA,NA,NA,NA,0.351,NA,2.92,NA,NA
"404","MNPCA-31-0532-02-208","47.165225","-93.537845","2024-08-20","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.04,NA,NA
"405","MNPCA-31-0532-02-208","47.165225","-93.537845","2024-09-18","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.711,NA,0.205,NA,NA,0.464,NA,0.619,NA,0.964,NA,NA,NA,NA,NA,NA,0.596,NA,3.95,NA,NA
"406","MNPCA-31-0532-02-208","47.165225","-93.537845","2024-10-11","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.725,NA,0.239,NA,NA,0.506,NA,0.692,NA,NA,NA,NA,NA,NA,NA,NA,0.638,NA,3.78,NA,NA
"407","MNPCA-MN0001449-SD001","44.7866","-92.90053","2007-02-01","MNPCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
